24.58,5.43,0.66,139.71,Clover
12.49,5.94,0.66,138.65,Clover
17.67,6.45,0.86,182.6,Clover
23.68,4.12,0.82,173.51,Clover
24.33,3.74,1.0,211.13,Clover
22.53,3.42,0.8,168.23,Clover
17.94,7.22,1.0,211.13,Clover
14.11,5.94,0.9,189.36,Clover
20.17,3.61,0.84,177.74,Clover
12.6,3.61,1.0,211.13,Clover
21.68,7.45,0.9,188.94,Clover
12.33,4.85,0.8,167.81,Clover
15.21,2.54,0.64,134.0,Clover
19.52,4.54,0.8,167.81,Clover
20.73,6.19,0.68,143.93,Clover
16.96,6.36,0.85,178.79,Clover
13.37,2.9,1.0,211.13,Clover
15.04,4.18,1.0,211.13,Clover
24.95,3.04,0.82,173.51,Clover
14.91,3.06,0.84,177.74,Clover
23.54,4.23,1.0,211.13,Clover
17.1,3.01,1.0,211.13,Clover
12.34,6.67,0.68,143.93,Clover
20.54,7.19,0.66,138.23,Clover
12.92,7.06,0.66,138.65,Clover
19.52,2.55,0.64,134.43,Clover
18.13,5.53,0.99,209.44,Clover
12.09,4.74,0.8,168.23,Clover
24.13,5.15,0.66,139.71,Clover
12.11,6.45,0.9,190.42,Clover
22.49,4.01,0.8,168.23,Clover
22.0,7.07,0.95,199.93,Clover
24.01,4.95,1.0,211.13,Clover
17.68,7.17,0.85,750.31,Sunflower
18.0,4.52,1.0,885.99,Sunflower
17.96,3.41,1.0,885.99,Sunflower
16.74,3.42,0.82,723.7,Sunflower
14.44,3.06,0.84,745.87,Sunflower
24.32,4.57,1.0,885.99,Sunflower
23.69,4.98,0.82,728.14,Sunflower
15.25,6.11,0.66,586.28,Sunflower
19.66,3.28,0.79,699.76,Sunflower
21.45,5.46,0.68,604.01,Sunflower
19.16,4.4,1.0,885.99,Sunflower
24.47,6.32,0.64,564.12,Sunflower
13.14,4.7,1.0,885.99,Sunflower
17.2,3.61,1.0,885.99,Sunflower
17.1,6.59,0.86,766.27,Sunflower
19.7,6.51,0.66,586.28,Sunflower
23.47,6.53,0.66,581.85,Sunflower
21.34,4.35,0.82,728.14,Sunflower
20.13,4.89,1.0,885.99,Sunflower
13.78,7.09,0.66,581.85,Sunflower
17.83,4.81,1.0,885.99,Sunflower
17.49,6.75,1.0,885.99,Sunflower
14.42,4.52,0.8,704.2,Sunflower
12.45,3.27,0.8,704.2,Sunflower
15.24,5.26,0.66,581.85,Sunflower
19.37,5.55,0.66,581.85,Sunflower
16.55,2.68,0.97,861.15,Sunflower
15.2,3.76,0.82,723.7,Sunflower
14.88,3.74,1.0,885.99,Sunflower
13.39,6.61,0.88,775.13,Sunflower
17.35,5.19,0.89,790.21,Sunflower
21.22,5.98,0.64,564.12,Sunflower
19.85,4.06,0.84,745.87,Sunflower
15.05,2.66,0.66,586.28,Sunflower
15.33,3.53,0.84,745.87,Sunflower
14.03,4.53,0.82,728.14,Sunflower
19.21,3.26,0.82,728.14,Sunflower
20.6,6.46,0.66,586.28,Sunflower
21.97,4.64,0.82,728.14,Sunflower
13.81,7.34,0.66,580.08,Sunflower
19.79,5.68,0.64,564.12,Sunflower
24.94,3.61,1.0,885.99,Sunflower
18.08,3.27,1.0,885.99,Sunflower
21.58,7.18,0.66,586.28,Sunflower
17.04,2.94,1.0,885.99,Sunflower
15.08,4.92,0.8,705.97,Sunflower
21.7,2.58,0.61,540.18,Sunflower
23.09,6.76,0.99,878.89,Sunflower
18.85,2.68,0.64,564.12,Sunflower
22.05,7.44,0.64,562.35,Sunflower
