19.52,4.54,25.69,27.78,Clover
20.73,6.19,31.99,35.79,Clover
16.96,6.36,27.24,43.36,Clover
13.37,2.9,40.99,36.75,Clover
15.04,4.18,48.14,34.06,Clover
24.95,3.04,49.51,37.12,Clover
14.91,3.06,31.48,35.89,Clover
23.54,4.23,45.94,25.98,Clover
17.1,3.01,42.16,30.22,Clover
12.34,6.67,36.84,38.88,Clover
20.54,7.19,35.3,33.55,Clover
12.92,7.06,30.8,43.7,Clover
19.52,2.55,24.19,41.94,Clover
18.13,5.53,30.93,26.8,Clover
12.09,4.74,24.21,24.85,Clover
24.13,5.15,24.7,38.15,Clover
12.11,6.45,22.82,30.14,Clover
22.49,4.01,40.91,20.32,Clover
15.1,6.21,46.2,29.85,Sunflower
22.5,3.22,47.46,25.08,Sunflower
19.74,7.38,44.71,31.82,Sunflower
15.82,6.94,25.81,25.14,Sunflower
15.7,2.61,39.18,38.51,Sunflower
21.82,5.41,46.11,29.62,Sunflower
18.56,6.03,47.11,33.86,Sunflower
20.17,3.53,34.86,31.3,Sunflower
20.8,4.09,28.79,39.43,Sunflower
24.08,4.06,34.33,20.27,Sunflower
16.33,7.05,49.74,39.73,Sunflower
18.32,4.33,22.11,31.73,Sunflower
23.78,2.91,26.97,33.81,Sunflower
20.25,6.82,43.74,40.12,Sunflower
22.66,2.68,22.73,30.21,Sunflower
20.03,5.45,46.38,26.97,Sunflower
22.09,5.96,43.55,41.64,Sunflower
23.89,2.98,22.14,24.5,Sunflower
12.6,5.88,47.18,34.81,Sunflower
13.08,5.76,45.77,24.94,Sunflower
17.7,3.63,24.03,41.46,Sunflower
21.3,6.21,20.61,40.38,Sunflower
22.26,5.52,46.82,30.02,Sunflower
17.24,2.85,21.61,39.72,Sunflower
24.29,6.17,41.62,27.51,Sunflower
19.68,4.51,30.28,22.37,Sunflower
20.39,3.82,49.51,23.3,Sunflower
19.21,5.32,20.68,37.66,Sunflower
22.99,3.55,38.83,38.6,Sunflower
19.24,3.71,36.41,39.18,Sunflower
12.63,3.65,48.95,38.04,Sunflower
21.73,6.47,42.18,23.22,Sunflower
16.74,6.55,47.45,21.74,Sunflower
20.05,5.01,34.64,35.1,Sunflower
20.64,2.87,48.03,36.42,Sunflower
14.2,3.3,22.77,43.76,Sunflower
14.65,6.78,39.16,31.09,Sunflower
23.2,5.0,25.35,40.08,Sunflower
14.46,4.96,23.81,27.26,Sunflower
18.57,3.36,23.56,23.37,Sunflower
21.06,5.31,49.39,21.44,Sunflower
20.23,2.79,48.89,44.7,Sunflower
24.53,7.09,23.23,40.98,Sunflower
21.51,4.28,37.62,21.95,Sunflower
18.15,4.81,30.71,33.1,Sunflower
20.39,3.45,29.74,34.05,Sunflower
19.17,3.92,22.82,44.07,Sunflower
19.16,3.96,34.83,40.28,Sunflower
23.96,3.27,30.38,32.73,Sunflower
23.94,4.08,43.83,42.73,Sunflower
